# source_patch=generated original-to-PR17 code-and-consumer diff; see verify_split.sh
# source_sha256=0d1b584e0267ab1c5cc8e821b3e420c669ee22aca7bbbd54ad96331c7a8f7cd8
# original_commit=26254111b82a6734053ac7d32ced5fff5e942295
# pr17_commit=27e1d83c21b1c8f5805e6018865ada8190e6615d
# shared_stack_base=2b94440914ea54bcff909105485381a8d53151de
# The source ranges form an exact, ordered partition of the aggregate patch.
# Repeated file headers in artifacts are human-readable scaffolding and are not duplicate hunk ownership.
source_start	source_end	kind	path	owner_type	owner_commit	owner_subject	artifact	artifact_start	artifact_end	basis
1	4	file-header	.github/scripts/run_rocjitsu_hipblaslt_race_check.sh	current-stack-commit	1a1d3704daed96ba2433341accce35a4ef384abd	13-refactor(tensilelite): activate installed runtime and retire source entrypoints	13-refactor-tensilelite-activate-installed-runtime-and-retire-source-entrypoints.patch	1	4	canonical original file header; repeated in other owner files only as patch scaffolding
5	13	hunk	.github/scripts/run_rocjitsu_hipblaslt_race_check.sh	current-stack-commit	1a1d3704daed96ba2433341accce35a4ef384abd	13-refactor(tensilelite): activate installed runtime and retire source entrypoints	13-refactor-tensilelite-activate-installed-runtime-and-retire-source-entrypoints.patch	5	13	exact changed-line overlap; owner=1a1d3704da; score=2
14	25	hunk	.github/scripts/run_rocjitsu_hipblaslt_race_check.sh	current-stack-commit	1a1d3704daed96ba2433341accce35a4ef384abd	13-refactor(tensilelite): activate installed runtime and retire source entrypoints	13-refactor-tensilelite-activate-installed-runtime-and-retire-source-entrypoints.patch	14	25	exact changed-line overlap; owner=1a1d3704da; score=4
26	34	hunk	.github/scripts/run_rocjitsu_hipblaslt_race_check.sh	current-stack-commit	1a1d3704daed96ba2433341accce35a4ef384abd	13-refactor(tensilelite): activate installed runtime and retire source entrypoints	13-refactor-tensilelite-activate-installed-runtime-and-retire-source-entrypoints.patch	26	34	exact changed-line overlap; owner=1a1d3704da; score=2
35	47	hunk	.github/scripts/run_rocjitsu_hipblaslt_race_check.sh	current-stack-commit	1a1d3704daed96ba2433341accce35a4ef384abd	13-refactor(tensilelite): activate installed runtime and retire source entrypoints	13-refactor-tensilelite-activate-installed-runtime-and-retire-source-entrypoints.patch	35	47	exact changed-line overlap; owner=1a1d3704da; score=5
48	55	hunk	.github/scripts/run_rocjitsu_hipblaslt_race_check.sh	current-stack-commit	1a1d3704daed96ba2433341accce35a4ef384abd	13-refactor(tensilelite): activate installed runtime and retire source entrypoints	13-refactor-tensilelite-activate-installed-runtime-and-retire-source-entrypoints.patch	48	55	exact changed-line overlap; owner=1a1d3704da; score=1
56	69	hunk	.github/scripts/run_rocjitsu_hipblaslt_race_check.sh	current-stack-commit	1a1d3704daed96ba2433341accce35a4ef384abd	13-refactor(tensilelite): activate installed runtime and retire source entrypoints	13-refactor-tensilelite-activate-installed-runtime-and-retire-source-entrypoints.patch	56	69	exact changed-line overlap; owner=1a1d3704da; score=7
70	78	hunk	.github/scripts/run_rocjitsu_hipblaslt_race_check.sh	current-stack-commit	1a1d3704daed96ba2433341accce35a4ef384abd	13-refactor(tensilelite): activate installed runtime and retire source entrypoints	13-refactor-tensilelite-activate-installed-runtime-and-retire-source-entrypoints.patch	70	78	exact changed-line overlap; owner=1a1d3704da; score=2
79	82	file-header	.github/workflows/component-ci-tensilelite-coverage.yml	current-stack-commit	5ac5a9cfbf1503aed524c0f27b62865f4e1e410e	15-docs(tensilelite): finalize installed workflow guidance	15-docs-tensilelite-finalize-installed-workflow-guidance.patch	1	4	canonical original file header; repeated in other owner files only as patch scaffolding
83	93	hunk	.github/workflows/component-ci-tensilelite-coverage.yml	current-stack-commit	5ac5a9cfbf1503aed524c0f27b62865f4e1e410e	15-docs(tensilelite): finalize installed workflow guidance	15-docs-tensilelite-finalize-installed-workflow-guidance.patch	5	15	exact changed-line overlap; owner=5ac5a9cfbf; score=4
94	102	hunk	.github/workflows/component-ci-tensilelite-coverage.yml	current-stack-commit	1a1d3704daed96ba2433341accce35a4ef384abd	13-refactor(tensilelite): activate installed runtime and retire source entrypoints	13-refactor-tensilelite-activate-installed-runtime-and-retire-source-entrypoints.patch	83	91	exact changed-line overlap; owner=1a1d3704da; score=2
103	106	file-header	projects/hipblaslt/.agent/docs/targets.json	current-stack-commit	ca4af3392a160eda1fd5d839d507c7a80780f094	3-fix(tensilelite): update consumers for lower-case internal modules	3-fix-tensilelite-update-consumers-for-lower-case-internal-modules.patch	1	4	canonical original file header; repeated in other owner files only as patch scaffolding
107	118	hunk	projects/hipblaslt/.agent/docs/targets.json	current-stack-commit	ca4af3392a160eda1fd5d839d507c7a80780f094	3-fix(tensilelite): update consumers for lower-case internal modules	3-fix-tensilelite-update-consumers-for-lower-case-internal-modules.patch	5	16	exact changed-line overlap; owner=ca4af3392a; score=4
119	122	file-header	projects/hipblaslt/CONTRIBUTING.md	current-stack-commit	5ac5a9cfbf1503aed524c0f27b62865f4e1e410e	15-docs(tensilelite): finalize installed workflow guidance	15-docs-tensilelite-finalize-installed-workflow-guidance.patch	16	19	canonical original file header; repeated in other owner files only as patch scaffolding
123	131	hunk	projects/hipblaslt/CONTRIBUTING.md	current-stack-commit	5ac5a9cfbf1503aed524c0f27b62865f4e1e410e	15-docs(tensilelite): finalize installed workflow guidance	15-docs-tensilelite-finalize-installed-workflow-guidance.patch	20	28	exact changed-line overlap; owner=5ac5a9cfbf; score=1
132	143	hunk	projects/hipblaslt/CONTRIBUTING.md	current-stack-commit	ca4af3392a160eda1fd5d839d507c7a80780f094	3-fix(tensilelite): update consumers for lower-case internal modules	3-fix-tensilelite-update-consumers-for-lower-case-internal-modules.patch	21	32	exact changed-line overlap; owner=ca4af3392a; score=4
144	147	file-header	projects/hipblaslt/README.md	current-stack-commit	1a1d3704daed96ba2433341accce35a4ef384abd	13-refactor(tensilelite): activate installed runtime and retire source entrypoints	13-refactor-tensilelite-activate-installed-runtime-and-retire-source-entrypoints.patch	92	95	canonical original file header; repeated in other owner files only as patch scaffolding
148	158	hunk	projects/hipblaslt/README.md	current-stack-commit	1a1d3704daed96ba2433341accce35a4ef384abd	13-refactor(tensilelite): activate installed runtime and retire source entrypoints	13-refactor-tensilelite-activate-installed-runtime-and-retire-source-entrypoints.patch	96	106	exact changed-line overlap; owner=1a1d3704da; score=4
159	162	file-header	projects/hipblaslt/tensilelite/AGENTS.md	current-stack-commit	5ac5a9cfbf1503aed524c0f27b62865f4e1e410e	15-docs(tensilelite): finalize installed workflow guidance	15-docs-tensilelite-finalize-installed-workflow-guidance.patch	29	32	canonical original file header; repeated in other owner files only as patch scaffolding
163	171	hunk	projects/hipblaslt/tensilelite/AGENTS.md	current-stack-commit	5ac5a9cfbf1503aed524c0f27b62865f4e1e410e	15-docs(tensilelite): finalize installed workflow guidance	15-docs-tensilelite-finalize-installed-workflow-guidance.patch	33	41	exact changed-line overlap; owner=5ac5a9cfbf; score=1
172	180	hunk	projects/hipblaslt/tensilelite/AGENTS.md	current-stack-commit	5ac5a9cfbf1503aed524c0f27b62865f4e1e410e	15-docs(tensilelite): finalize installed workflow guidance	15-docs-tensilelite-finalize-installed-workflow-guidance.patch	42	50	exact changed-line overlap; owner=5ac5a9cfbf; score=2
181	184	file-header	projects/hipblaslt/tensilelite/AGENTS_reference.md	current-stack-commit	5ac5a9cfbf1503aed524c0f27b62865f4e1e410e	15-docs(tensilelite): finalize installed workflow guidance	15-docs-tensilelite-finalize-installed-workflow-guidance.patch	51	54	canonical original file header; repeated in other owner files only as patch scaffolding
185	193	hunk	projects/hipblaslt/tensilelite/AGENTS_reference.md	current-stack-commit	5ac5a9cfbf1503aed524c0f27b62865f4e1e410e	15-docs(tensilelite): finalize installed workflow guidance	15-docs-tensilelite-finalize-installed-workflow-guidance.patch	55	63	exact changed-line overlap; owner=5ac5a9cfbf; score=2
194	202	hunk	projects/hipblaslt/tensilelite/AGENTS_reference.md	current-stack-commit	5ac5a9cfbf1503aed524c0f27b62865f4e1e410e	15-docs(tensilelite): finalize installed workflow guidance	15-docs-tensilelite-finalize-installed-workflow-guidance.patch	64	72	exact changed-line overlap; owner=5ac5a9cfbf; score=2
203	206	file-header	projects/hipblaslt/tensilelite/README.md	current-stack-commit	5ac5a9cfbf1503aed524c0f27b62865f4e1e410e	15-docs(tensilelite): finalize installed workflow guidance	15-docs-tensilelite-finalize-installed-workflow-guidance.patch	73	76	canonical original file header; repeated in other owner files only as patch scaffolding
207	217	hunk	projects/hipblaslt/tensilelite/README.md	current-stack-commit	5ac5a9cfbf1503aed524c0f27b62865f4e1e410e	15-docs(tensilelite): finalize installed workflow guidance	15-docs-tensilelite-finalize-installed-workflow-guidance.patch	77	87	exact changed-line overlap; owner=5ac5a9cfbf; score=2
218	229	hunk	projects/hipblaslt/tensilelite/README.md	current-stack-commit	5ac5a9cfbf1503aed524c0f27b62865f4e1e410e	15-docs(tensilelite): finalize installed workflow guidance	15-docs-tensilelite-finalize-installed-workflow-guidance.patch	88	99	exact changed-line overlap; owner=5ac5a9cfbf; score=4
230	241	hunk	projects/hipblaslt/tensilelite/README.md	current-stack-commit	5ac5a9cfbf1503aed524c0f27b62865f4e1e410e	15-docs(tensilelite): finalize installed workflow guidance	15-docs-tensilelite-finalize-installed-workflow-guidance.patch	100	111	exact changed-line overlap; owner=5ac5a9cfbf; score=3
242	251	hunk	projects/hipblaslt/tensilelite/README.md	current-stack-commit	5ac5a9cfbf1503aed524c0f27b62865f4e1e410e	15-docs(tensilelite): finalize installed workflow guidance	15-docs-tensilelite-finalize-installed-workflow-guidance.patch	112	121	exact changed-line overlap; owner=5ac5a9cfbf; score=2
252	255	file-header	projects/hipblaslt/tensilelite/scripts/precommit_affected_tests.py	current-stack-commit	210ae6d7986d819614ce56491fc99d5ed9e7daba	14-refactor(tensilelite): finalize generator and metadata cleanup	14-refactor-tensilelite-finalize-generator-and-metadata-cleanup.patch	1	4	canonical original file header; repeated in other owner files only as patch scaffolding
256	264	hunk	projects/hipblaslt/tensilelite/scripts/precommit_affected_tests.py	current-stack-commit	210ae6d7986d819614ce56491fc99d5ed9e7daba	14-refactor(tensilelite): finalize generator and metadata cleanup	14-refactor-tensilelite-finalize-generator-and-metadata-cleanup.patch	5	13	exact changed-line overlap; owner=210ae6d798; score=1
265	268	file-header	projects/hipblaslt/tensilelite/setup.py	current-stack-commit	dbb5ce3a2aaf18081ec3ba00fd8755eb9cd926bd	13-test(tensilelite): configure installed tox workflows	13-test-tensilelite-configure-installed-tox-workflows.patch	1	4	canonical original file header; repeated in other owner files only as patch scaffolding
269	296	hunk	projects/hipblaslt/tensilelite/setup.py	current-stack-commit	dbb5ce3a2aaf18081ec3ba00fd8755eb9cd926bd	13-test(tensilelite): configure installed tox workflows	13-test-tensilelite-configure-installed-tox-workflows.patch	5	32	exact changed-line overlap; owner=dbb5ce3a2a; score=19
297	300	file-header	projects/hipblaslt/tensilelite/tasks.py	current-stack-commit	15477ccba3d8f4827b6c17ed3f95e21457f75cf8	9-build(tensilelite): make ROCm version a wheel build input	9-build-tensilelite-make-rocm-version-a-wheel-build-input.patch	1	4	canonical original file header; repeated in other owner files only as patch scaffolding
301	308	hunk	projects/hipblaslt/tensilelite/tasks.py	current-stack-commit	15477ccba3d8f4827b6c17ed3f95e21457f75cf8	9-build(tensilelite): make ROCm version a wheel build input	9-build-tensilelite-make-rocm-version-a-wheel-build-input.patch	5	12	manual: blank-line scaffolding introduced with the ROCm-version helper
309	317	hunk	projects/hipblaslt/tensilelite/tasks.py	current-stack-commit	15477ccba3d8f4827b6c17ed3f95e21457f75cf8	9-build(tensilelite): make ROCm version a wheel build input	9-build-tensilelite-make-rocm-version-a-wheel-build-input.patch	13	21	manual: blank-line scaffolding introduced with the ROCm-version helper
318	326	hunk	projects/hipblaslt/tensilelite/tasks.py	unattributed	-	unattributed vs original: no current stack commit	unattributed-vs-original-no-current-stack-commit.patch	5	13	no current-stack commit: current inherited the f-string from shared PR 1; original changed it later
327	337	hunk	projects/hipblaslt/tensilelite/tasks.py	current-stack-commit	cb4bda2dec1aeda6d7a009ac0cf44bfea8ce0114	4-build(tensilelite): make rocisa externally supplied	4-build-tensilelite-make-rocisa-externally-supplied.patch	5	15	exact changed-line overlap; owner=cb4bda2dec; score=1
338	351	hunk	projects/hipblaslt/tensilelite/tasks.py	current-stack-commit	1a8e68a4356a9a9418e9a9076bbf47419552f275	7-build(tensilelite): bind source installs to built clients	7-build-tensilelite-bind-source-installs-to-built-clients.patch	5	18	manual: blank-line scaffolding introduced with the source-install workflow
352	365	hunk	projects/hipblaslt/tensilelite/tasks.py	current-stack-commit	1a8e68a4356a9a9418e9a9076bbf47419552f275	7-build(tensilelite): bind source installs to built clients	7-build-tensilelite-bind-source-installs-to-built-clients.patch	19	32	exact changed-line overlap; owner=1a8e68a435; score=1
366	374	hunk	projects/hipblaslt/tensilelite/tasks.py	current-stack-commit	1a8e68a4356a9a9418e9a9076bbf47419552f275	7-build(tensilelite): bind source installs to built clients	7-build-tensilelite-bind-source-installs-to-built-clients.patch	33	41	exact changed-line overlap; owner=1a8e68a435; score=1
375	383	hunk	projects/hipblaslt/tensilelite/tasks.py	current-stack-commit	1a8e68a4356a9a9418e9a9076bbf47419552f275	7-build(tensilelite): bind source installs to built clients	7-build-tensilelite-bind-source-installs-to-built-clients.patch	42	50	manual: blank-line scaffolding introduced with the source-install workflow
384	391	hunk	projects/hipblaslt/tensilelite/tasks.py	current-stack-commit	1a8e68a4356a9a9418e9a9076bbf47419552f275	7-build(tensilelite): bind source installs to built clients	7-build-tensilelite-bind-source-installs-to-built-clients.patch	51	58	manual: blank-line scaffolding introduced with the source-install workflow
392	395	file-header	projects/hipblaslt/tensilelite/tensilelite/Tests/unit/characterization/GenerateSummations/test_generate_summations_char.py	current-stack-commit	d054f7a7a969bffe42c822945546a79e5873492e	8-fix(tensilelite): remove pandas from the generator path	8-fix-tensilelite-remove-pandas-from-the-generator-path.patch	1	4	canonical original file header; repeated in other owner files only as patch scaffolding
396	420	hunk	projects/hipblaslt/tensilelite/tensilelite/Tests/unit/characterization/GenerateSummations/test_generate_summations_char.py	current-stack-commit	d054f7a7a969bffe42c822945546a79e5873492e	8-fix(tensilelite): remove pandas from the generator path	8-fix-tensilelite-remove-pandas-from-the-generator-path.patch	5	29	exact changed-line overlap; owner=d054f7a7a9; candidates=10:d054f7a7a9,3:210ae6d798,1:b577f90cdb
421	425	hunk	projects/hipblaslt/tensilelite/tensilelite/Tests/unit/characterization/GenerateSummations/test_generate_summations_char.py	current-stack-commit	d054f7a7a969bffe42c822945546a79e5873492e	8-fix(tensilelite): remove pandas from the generator path	8-fix-tensilelite-remove-pandas-from-the-generator-path.patch	30	34	manual: trailing-blank deletion belongs to the adjacent pandas-removal hunk
426	429	file-header	projects/hipblaslt/tensilelite/tensilelite/Tests/unit/characterization/Naming/test_mut_Naming_char.py	current-stack-commit	42df169903d1ddaf061e013af4367dc4dec5b0ea	2-fix(tensilelite): complete moved package consumer closure	2-fix-tensilelite-complete-moved-package-consumer-closure.patch	1	4	canonical original file header; repeated in other owner files only as patch scaffolding
430	442	hunk	projects/hipblaslt/tensilelite/tensilelite/Tests/unit/characterization/Naming/test_mut_Naming_char.py	current-stack-commit	42df169903d1ddaf061e013af4367dc4dec5b0ea	2-fix(tensilelite): complete moved package consumer closure	2-fix-tensilelite-complete-moved-package-consumer-closure.patch	5	17	exact changed-line overlap; owner=42df169903; score=6
443	446	file-header	projects/hipblaslt/tensilelite/tensilelite/Tests/unit/characterization/ParseArguments/test_parse_arguments_char.py	current-stack-commit	b577f90cdbdcec07f696e94ac59d53d81599759a	4-refactor(tensilelite): invoke library generation through package handlers	4-refactor-tensilelite-invoke-library-generation-through-package-handlers.patch	1	4	canonical original file header; repeated in other owner files only as patch scaffolding
447	457	hunk	projects/hipblaslt/tensilelite/tensilelite/Tests/unit/characterization/ParseArguments/test_parse_arguments_char.py	current-stack-commit	b577f90cdbdcec07f696e94ac59d53d81599759a	4-refactor(tensilelite): invoke library generation through package handlers	4-refactor-tensilelite-invoke-library-generation-through-package-handlers.patch	5	15	exact changed-line overlap; owner=b577f90cdb; score=2
458	479	hunk	projects/hipblaslt/tensilelite/tensilelite/Tests/unit/characterization/ParseArguments/test_parse_arguments_char.py	current-stack-commit	b577f90cdbdcec07f696e94ac59d53d81599759a	4-refactor(tensilelite): invoke library generation through package handlers	4-refactor-tensilelite-invoke-library-generation-through-package-handlers.patch	16	37	exact changed-line overlap; owner=b577f90cdb; candidates=4:b577f90cdb,3:2bf56bbfec
480	483	file-header	projects/hipblaslt/tensilelite/tensilelite/Tests/unit/characterization/PublicInputSurface/test_pchaos_Tensile_L25_char.py	current-stack-commit	2bf56bbfecf1abca06ef56390009a37f59d22d82	2-refactor(tensilelite): move test namespace paths (part 6)	2-refactor-tensilelite-move-test-namespace-paths-part-6.patch	1	4	canonical original file header; repeated in other owner files only as patch scaffolding
484	495	hunk	projects/hipblaslt/tensilelite/tensilelite/Tests/unit/characterization/PublicInputSurface/test_pchaos_Tensile_L25_char.py	current-stack-commit	2bf56bbfecf1abca06ef56390009a37f59d22d82	2-refactor(tensilelite): move test namespace paths (part 6)	2-refactor-tensilelite-move-test-namespace-paths-part-6.patch	5	16	exact changed-line overlap; owner=2bf56bbfec; candidates=2:2bf56bbfec,1:ca4af3392a
496	499	file-header	projects/hipblaslt/tensilelite/tensilelite/Tests/unit/characterization/PublicInputSurfaceDeep/test_pchaos_Validators_L97_char.py	current-stack-commit	27e1d83c21b1c8f5805e6018865ada8190e6615d	17-test(tensilelite): preserve runtime and validator coverage	17-test-tensilelite-preserve-runtime-and-validator-coverage.patch	1	4	canonical original file header; repeated in other owner files only as patch scaffolding
500	560	hunk	projects/hipblaslt/tensilelite/tensilelite/Tests/unit/characterization/PublicInputSurfaceDeep/test_pchaos_Validators_L97_char.py	current-stack-commit	27e1d83c21b1c8f5805e6018865ada8190e6615d	17-test(tensilelite): preserve runtime and validator coverage	17-test-tensilelite-preserve-runtime-and-validator-coverage.patch	5	65	exact changed-line overlap; owner=27e1d83c21; candidates=15:27e1d83c21,2:2bf56bbfec
561	564	file-header	projects/hipblaslt/tensilelite/tensilelite/Tests/unit/characterization/SolutionStructsUtils/test_mut_Utilities_reject_char.py	current-stack-commit	42df169903d1ddaf061e013af4367dc4dec5b0ea	2-fix(tensilelite): complete moved package consumer closure	2-fix-tensilelite-complete-moved-package-consumer-closure.patch	18	21	canonical original file header; repeated in other owner files only as patch scaffolding
565	573	hunk	projects/hipblaslt/tensilelite/tensilelite/Tests/unit/characterization/SolutionStructsUtils/test_mut_Utilities_reject_char.py	current-stack-commit	42df169903d1ddaf061e013af4367dc4dec5b0ea	2-fix(tensilelite): complete moved package consumer closure	2-fix-tensilelite-complete-moved-package-consumer-closure.patch	22	30	exact changed-line overlap; owner=42df169903; score=2
574	577	file-header	projects/hipblaslt/tensilelite/tensilelite/Tests/unit/characterization/ToolchainValidators/test_toolchain_validators_char.py	current-stack-commit	27e1d83c21b1c8f5805e6018865ada8190e6615d	17-test(tensilelite): preserve runtime and validator coverage	17-test-tensilelite-preserve-runtime-and-validator-coverage.patch	66	69	canonical original file header; repeated in other owner files only as patch scaffolding
578	830	hunk	projects/hipblaslt/tensilelite/tensilelite/Tests/unit/characterization/ToolchainValidators/test_toolchain_validators_char.py	current-stack-commit	27e1d83c21b1c8f5805e6018865ada8190e6615d	17-test(tensilelite): preserve runtime and validator coverage	17-test-tensilelite-preserve-runtime-and-validator-coverage.patch	70	322	exact changed-line overlap; owner=27e1d83c21; candidates=197:27e1d83c21,4:d9c01b0d91
831	834	file-header	projects/hipblaslt/tensilelite/tensilelite/Tests/unit/characterization/_codegen/char_paths.py	current-stack-commit	ca4af3392a160eda1fd5d839d507c7a80780f094	3-fix(tensilelite): update consumers for lower-case internal modules	3-fix-tensilelite-update-consumers-for-lower-case-internal-modules.patch	33	36	canonical original file header; repeated in other owner files only as patch scaffolding
835	851	hunk	projects/hipblaslt/tensilelite/tensilelite/Tests/unit/characterization/_codegen/char_paths.py	current-stack-commit	ca4af3392a160eda1fd5d839d507c7a80780f094	3-fix(tensilelite): update consumers for lower-case internal modules	3-fix-tensilelite-update-consumers-for-lower-case-internal-modules.patch	37	53	exact changed-line overlap; owner=ca4af3392a; score=4
852	868	hunk	projects/hipblaslt/tensilelite/tensilelite/Tests/unit/characterization/_codegen/char_paths.py	current-stack-commit	ca4af3392a160eda1fd5d839d507c7a80780f094	3-fix(tensilelite): update consumers for lower-case internal modules	3-fix-tensilelite-update-consumers-for-lower-case-internal-modules.patch	54	70	exact changed-line overlap; owner=ca4af3392a; score=4
